,Size,Connector Mismatch,Connector Heterogeneity,Token split,Control flow complexity,Separability,Average connector degree,Maximum connector degree,Sequentiality,Coefficient of network connectivity,Density,Number of duplicate tasks,Number of empty sequence flows
"(pdc2025_10001110.xes,Alpha Plus miner)",22,5,0.9182958340544896,1,15,0.8636363636363636,5.666666666666667,8,1.0,1.1818181818181819,0.18055555555555555,0,0
"(pdc2025_02010010.xes,Alpha Plus miner)",79,47,0.9468188316776024,40,77,0.9746835443037974,4.333333333333333,12,1.0,1.8860759493670887,0.0495345744680851,0,36
"(pdc2025_00110000.xes,Alpha Plus miner)",36,0,0.7219280948873623,4,6,0.9444444444444444,3.0,3,0.725,1.1111111111111112,0.0625,0,3
"(pdc2025_02100100.xes,Alpha Plus miner)",79,23,0.9709505944546686,41,75,0.9746835443037974,4.3076923076923075,11,0.9933333333333333,1.8987341772151898,0.049867021276595744,0,32
"(pdc2025_00011000.xes,Alpha Plus miner)",36,3,0.8112781244591328,6,12,1.0,3.125,4,0.8444444444444444,1.25,0.0703125,0,7
"(pdc2025_00000100.xes,Alpha Plus miner)",38,0,0.9402859586706311,38,61,0.9473684210526316,7.357142857142857,36,1.0,2.9473684210526314,0.15555555555555556,0,3
"(pdc2025_11011010.xes,Alpha Plus miner)",49,13,1.0,15,34,0.9183673469387755,3.9,9,1.0,1.4081632653061225,0.058673469387755105,0,15
"(pdc2025_01100100.xes,Alpha Plus miner)",61,1,0.9910760598382222,46,88,0.9672131147540983,5.2592592592592595,60,1.0,2.3934426229508197,0.07866379310344827,0,17
"(pdc2025_01100111.xes,Alpha Plus miner)",56,5,0.9910760598382222,20,27,0.9464285714285714,4.0,7,0.9864864864864865,1.3214285714285714,0.04725415070242656,0,20
"(pdc2025_00111100.xes,Alpha Plus miner)",33,3,0.9709505944546686,21,44,1.0,4.666666666666667,32,1.0,2.212121212121212,0.13518518518518519,0,8
"(pdc2025_12010110.xes,Alpha Plus miner)",55,16,0.9919924034538556,49,68,0.9090909090909091,6.342105263157895,15,0.9924242424242424,2.4,0.08753315649867374,0,18
"(pdc2025_00010010.xes,Alpha Plus miner)",18,0,0.0,0,7,0.8888888888888888,7.0,7,1.0,0.7777777777777778,0.21875,0,0
"(pdc2025_11101110.xes,Alpha Plus miner)",54,2,0.9967916319816366,20,33,0.962962962962963,4.2,11,0.9875,1.4814814814814814,0.05517241379310345,0,16
"(pdc2025_00111111.xes,Alpha Plus miner)",17,3,0.0,0,13,0.8823529411764706,11.5,13,1.0,1.3529411764705883,0.38333333333333336,0,0
"(pdc2025_11010011.xes,Alpha Plus miner)",72,17,0.9666186325481028,48,60,0.9722222222222222,4.482142857142857,10,0.9927536231884058,1.9166666666666667,0.056006493506493504,0,36
"(pdc2025_01000000.xes,Alpha Plus miner)",65,8,0.9811522341999133,11,27,0.9692307692307692,3.2903225806451615,4,0.9404761904761905,1.2923076923076924,0.03977272727272727,0,10
"(pdc2025_00101011.xes,Alpha Plus miner)",24,4,1.0,3,18,0.875,5.625,11,1.0,1.2916666666666667,0.19375,0,0
"(pdc2025_02001010.xes,Alpha Plus miner)",91,41,0.9231199835423004,56,87,0.9560439560439561,4.852941176470588,13,0.9943820224719101,1.956043956043956,0.04494949494949495,0,47
"(pdc2025_01011011.xes,Alpha Plus miner)",65,18,0.954434002924965,40,40,0.9384615384615385,4.375,12,0.991304347826087,1.7692307692307692,0.0555019305019305,0,25
"(pdc2025_02011111.xes,Alpha Plus miner)",48,6,0.9833761901392235,33,58,0.9166666666666666,5.757575757575758,36,1.0,2.1041666666666665,0.09165154264972777,0,9
"(pdc2025_11111000.xes,Alpha Plus miner)",110,51,0.8554508105601306,99,134,1.0,5.3,19,1.0,2.5,0.059886759581881534,0,77
"(pdc2025_11011100.xes,Alpha Plus miner)",65,7,0.9996734260048917,29,51,1.0,4.0,8,0.9642857142857143,1.7230769230769232,0.055226824457593686,0,25
"(pdc2025_01000111.xes,Alpha Plus miner)",55,14,0.9182958340544896,70,109,0.9454545454545454,9.256410256410257,49,1.0,3.418181818181818,0.1246684350132626,0,18
"(pdc2025_01111111.xes,Alpha Plus miner)",32,12,1.0,1,17,0.875,4.875,10,0.935483870967742,0.96875,0.09935897435897435,0,1
"(pdc2025_12010000.xes,Alpha Plus miner)",87,23,0.9605187074766162,49,78,0.9770114942528736,4.2465753424657535,11,0.9880952380952381,1.9310344827586208,0.04772727272727273,0,38
"(pdc2025_00001100.xes,Alpha Plus miner)",38,0,0.954434002924965,40,66,1.0,6.875,36,1.0,3.0526315789473686,0.16111111111111112,0,7
"(pdc2025_02000011.xes,Alpha Plus miner)",123,34,0.8502079949955313,109,104,0.991869918699187,4.8,15,0.9962264150943396,2.154471544715447,0.04230523627075351,0,81
"(pdc2025_00100110.xes,Alpha Plus miner)",22,4,0.9852281360342515,4,16,0.8636363636363636,5.714285714285714,9,1.0,1.2727272727272727,0.19444444444444445,0,0
"(pdc2025_02100010.xes,Alpha Plus miner)",89,16,0.8918107543797082,67,78,0.9775280898876404,5.014705882352941,15,1.0,2.044943820224719,0.04769392033542977,0,44
"(pdc2025_12100100.xes,Alpha Plus miner)",110,17,0.8739810481273578,101,124,0.9818181818181818,5.176470588235294,16,1.0,2.4454545454545453,0.05388621794871795,0,72
"(pdc2025_11000100.xes,Alpha Plus miner)",66,5,0.9456603046006401,52,93,0.9545454545454546,5.454545454545454,70,1.0,2.4242424242424243,0.07455731593662628,0,18
"(pdc2025_01111010.xes,Alpha Plus miner)",49,25,0.9895875212220556,14,37,0.9591836734693877,4.4,12,1.0,1.4081632653061225,0.058673469387755105,0,16
"(pdc2025_02101000.xes,Alpha Plus miner)",105,4,0.9486131982385806,83,121,1.0,4.755102040816326,14,1.0,2.2857142857142856,0.04830917874396135,0,60
"(pdc2025_02000110.xes,Alpha Plus miner)",62,6,0.9633355456726841,58,94,0.967741935483871,6.346938775510204,57,1.0,2.564516129032258,0.0828125,0,22
"(pdc2025_02001000.xes,Alpha Plus miner)",85,7,0.9957274520849255,44,87,1.0,3.9743589743589745,8,1.0,1.9058823529411764,0.04591836734693878,0,37
"(pdc2025_11111011.xes,Alpha Plus miner)",56,1,0.9677884628267678,28,49,0.9642857142857143,4.684210526315789,12,0.9901960784313726,1.8214285714285714,0.06505102040816327,0,22
"(pdc2025_10111110.xes,Alpha Plus miner)",17,1,0.0,0,12,0.8823529411764706,11.5,12,1.0,1.3529411764705883,0.38333333333333336,0,0
"(pdc2025_10011000.xes,Alpha Plus miner)",36,3,0.8112781244591328,6,12,1.0,3.125,4,0.8444444444444444,1.25,0.0703125,0,7
"(pdc2025_01100110.xes,Alpha Plus miner)",56,5,0.9910760598382222,20,27,0.9464285714285714,4.0,7,0.9864864864864865,1.3214285714285714,0.04725415070242656,0,20
"(pdc2025_12111100.xes,Alpha Plus miner)",94,32,0.9144612916935675,96,109,1.0,5.2272727272727275,15,1.0,2.5106382978723403,0.06259946949602122,0,56
"(pdc2025_01111000.xes,Alpha Plus miner)",84,11,0.9635359835770287,57,67,1.0,4.477611940298507,10,0.9880239520958084,1.9880952380952381,0.05325255102040816,0,43
"(pdc2025_11011110.xes,Alpha Plus miner)",49,14,0.9991421039919088,19,38,0.9591836734693877,4.310344827586207,10,0.948051948051948,1.5714285714285714,0.06438127090301003,0,14
"(pdc2025_02111010.xes,Alpha Plus miner)",60,6,0.9798687566511528,26,44,0.9333333333333333,4.444444444444445,10,1.0,1.5666666666666667,0.052455357142857144,0,19
"(pdc2025_00001111.xes,Alpha Plus miner)",30,4,0.9402859586706311,8,22,0.9,4.714285714285714,10,1.0,1.5,0.10416666666666667,0,8
"(pdc2025_02010100.xes,Alpha Plus miner)",59,2,0.9564574047992594,42,80,0.9491525423728814,5.688888888888889,56,1.0,2.389830508474576,0.08103448275862069,0,12
"(pdc2025_02010110.xes,Alpha Plus miner)",44,5,0.9927744539878083,10,27,0.9545454545454546,3.95,8,0.9803921568627451,1.1590909090909092,0.05862068965517241,0,5
"(pdc2025_10110111.xes,Alpha Plus miner)",17,0,0.0,0,9,0.8823529411764706,9.0,9,1.0,1.0588235294117647,0.3,0,0
"(pdc2025_10010100.xes,Alpha Plus miner)",32,0,0.863120568566631,17,35,0.9375,5.142857142857143,30,1.0,2.0,0.12549019607843137,0,2
"(pdc2025_00011010.xes,Alpha Plus miner)",21,5,0.9910760598382222,4,14,0.9047619047619048,5.0,7,1.0,1.2857142857142858,0.16875,0,2
"(pdc2025_02011110.xes,Alpha Plus miner)",48,6,0.9833761901392235,33,58,0.9166666666666666,5.757575757575758,36,1.0,2.1041666666666665,0.09165154264972777,0,9
"(pdc2025_12110111.xes,Alpha Plus miner)",72,5,0.954434002924965,48,60,0.9583333333333334,4.535714285714286,13,1.0,1.9444444444444444,0.056134723336006415,0,35
"(pdc2025_11001000.xes,Alpha Plus miner)",80,14,0.9792415350396868,41,58,1.0,3.876923076923077,10,1.0,1.7625,0.0458984375,0,32
"(pdc2025_01000011.xes,Alpha Plus miner)",86,11,0.9411864371816836,54,78,0.9767441860465116,4.567164179104478,13,1.0,1.941860465116279,0.04832175925925926,0,46
"(pdc2025_01011010.xes,Alpha Plus miner)",65,18,0.954434002924965,40,40,0.9384615384615385,4.375,12,0.991304347826087,1.7692307692307692,0.0555019305019305,0,25
"(pdc2025_02101011.xes,Alpha Plus miner)",98,14,0.8680403986166403,73,80,0.9693877551020408,4.7894736842105265,14,1.0,1.989795918367347,0.043682795698924734,0,55
"(pdc2025_11001110.xes,Alpha Plus miner)",56,8,0.9837082626231859,27,52,0.9642857142857143,4.6,11,1.0,1.8392857142857142,0.06577266922094509,0,14
"(pdc2025_11100000.xes,Alpha Plus miner)",117,21,0.863120568566631,133,141,0.9829059829059829,5.642857142857143,23,1.0,2.735042735042735,0.058823529411764705,0,77
"(pdc2025_12100010.xes,Alpha Plus miner)",112,50,0.8196004346196011,119,108,0.9910714285714286,5.574468085106383,24,1.0,2.4375,0.049890350877192985,0,72
"(pdc2025_00000000.xes,Alpha Plus miner)",39,0,0.9182958340544896,2,10,0.9487179487179487,3.0,3,0.7272727272727273,1.1282051282051282,0.05789473684210526,0,1
"(pdc2025_12000100.xes,Alpha Plus miner)",76,11,0.995148095654003,35,50,0.9736842105263158,3.737704918032787,10,0.9920634920634921,1.6578947368421053,0.044744318181818184,0,26
"(pdc2025_12011111.xes,Alpha Plus miner)",67,12,0.9828586897127056,38,67,0.9253731343283582,4.6923076923076925,14,0.9924812030075187,1.9850746268656716,0.0603448275862069,0,28
